fecha,vel_viento,presion_atmosferica,humedad_relativa,frentes_frios,radiacion_solar,luminosidad,contaminacion_atmosferica,cobertura_nubosa,temperatura
2018-11-22,58.0,1290.0,77.0,0,769.0,4.0,114.0,95.0,18.0
2018-11-23,54.0,1163.0,64.0,0,1146.0,76.0,205.0,23.0,26.0
2018-11-24,58.0,1275.0,61.0,1,430.0,73.0,133.0,33.0,14.0
2018-11-25,48.0,1295.0,113.0,1,828.0,55.0,228.0,50.0,38.0
2018-11-26,47.0,1272.0,118.0,1,2058.0,27.0,93.0,88.0,18.0
2018-11-27,54.0,1205.0,41.0,0,1129.0,96.0,352.0,37.0,38.0
2018-11-28,54.0,1220.0,149.0,0,1489.0,14.0,136.0,40.0,22.0
2018-11-29,42.0,1344.0,136.0,0,884.0,23.0,98.0,65.0,23.0
2018-11-30,51.0,1157.0,120.0,0,260.0,78.0,80.0,31.0,32.0
2018-12-01,41.0,1183.0,100.0,1,2040.0,18.0,97.0,85.0,22.0
2018-12-02,38.0,1250.0,148.0,0,1029.0,70.0,55.0,60.0,20.0
2018-12-03,56.0,1289.0,34.0,1,458.0,85.0,290.0,46.0,22.0
2018-12-04,55.0,1264.0,50.0,1,889.0,22.0,386.0,104.0,23.0
2018-12-05,64.0,1276.0,45.0,0,1707.0,11.0,87.0,58.0,28.0
2018-12-06,41.0,1178.0,94.0,1,1567.0,45.0,376.0,49.0,23.0
2018-12-07,50.0,1377.0,92.0,1,254.0,75.0,154.0,66.0,27.0
2018-12-08,43.0,1333.0,93.0,1,1434.0,47.0,47.0,45.0,20.0
2018-12-09,55.0,1223.0,104.0,0,1903.0,92.0,335.0,36.0,34.0
2018-12-10,59.0,1283.0,145.0,1,1940.0,12.0,196.0,36.0,28.0
2018-12-11,58.0,1318.0,109.0,0,1318.0,68.0,348.0,30.0,10.0
2018-12-12,69.0,1181.0,91.0,0,261.0,51.0,262.0,62.0,26.0
2018-12-13,64.0,1263.0,38.0,1,728.0,17.0,229.0,103.0,27.0
2018-12-14,48.0,1223.0,117.0,1,1080.0,48.0,418.0,38.0,19.0
2018-12-15,57.0,1222.0,48.0,1,1487.0,18.0,40.0,57.0,19.0
2018-12-16,50.0,1306.0,111.0,0,373.0,50.0,301.0,63.0,22.0
2018-12-17,51.0,1400.0,142.0,0,1560.0,69.0,24.0,37.0,17.0
2018-12-18,43.0,1273.0,141.0,1,909.0,92.0,244.0,58.0,35.0
2018-12-19,51.0,1270.0,90.0,1,625.0,95.0,103.0,47.0,31.0
2018-12-20,64.0,1151.0,51.0,1,1031.0,2.0,259.0,27.0,5.0
2018-12-21,48.0,1346.0,104.0,1,432.0,100.0,235.0,66.0,16.0
2018-12-22,45.0,1288.0,30.0,0,1305.0,44.0,204.0,64.0,36.0
2018-12-23,49.0,1258.0,67.0,0,1351.0,7.0,120.0,44.0,19.0
2018-12-24,51.0,1214.0,83.0,0,1104.0,78.0,6.0,39.0,28.0
2018-12-25,53.0,1261.0,97.0,1,1669.0,55.0,114.0,34.0,16.0
2018-12-26,50.0,1347.0,144.0,0,1669.0,4.0,139.0,99.0,8.0
2018-12-27,51.0,1296.0,130.0,1,1460.0,84.0,150.0,62.0,28.0
2018-12-28,61.0,1379.0,46.0,0,1182.0,21.0,117.0,54.0,25.0
2018-12-29,54.0,1344.0,43.0,1,307.0,35.0,190.0,74.0,15.0
2018-12-30,55.0,1179.0,129.0,1,307.0,68.0,243.0,57.0,21.0
2018-12-31,48.0,1126.0,103.0,1,513.0,100.0,232.0,54.0,13.0
2019-01-01,36.0,1293.0,93.0,0,1162.0,39.0,88.0,86.0,25.0
2019-01-02,67.0,1290.0,84.0,1,454.0,47.0,298.0,30.0,7.0
2019-01-03,49.0,1293.0,135.0,1,1189.0,44.0,337.0,28.0,19.0
2019-01-04,47.0,1298.0,138.0,0,982.0,60.0,231.0,47.0,29.0
2019-01-05,65.0,1227.0,92.0,1,1564.0,95.0,292.0,41.0,19.0
2019-01-06,54.0,1217.0,132.0,1,1102.0,45.0,242.0,108.0,15.0
2019-01-07,54.0,1353.0,131.0,0,468.0,99.0,235.0,46.0,45.0
2019-01-08,43.0,1339.0,148.0,1,696.0,39.0,355.0,55.0,18.0
2019-01-09,56.0,1159.0,30.0,1,585.0,15.0,211.0,-3.0,23.0
2019-01-10,49.0,1249.0,97.0,0,659.0,70.0,59.0,47.0,30.0
2019-01-11,71.0,1217.0,134.0,1,941.0,21.0,350.0,47.0,15.0
2019-01-12,51.0,1310.0,68.0,0,601.0,92.0,49.0,27.0,23.0
2019-01-13,61.0,1175.0,88.0,1,1561.0,74.0,12.0,36.0,26.0
2019-01-14,49.0,1242.0,63.0,0,544.0,18.0,126.0,63.0,29.0
2019-01-15,62.0,1226.0,117.0,1,1624.0,95.0,345.0,73.0,30.0
2019-01-16,52.0,1265.0,130.0,1,1607.0,28.0,4.0,98.0,20.0
2019-01-17,46.0,1257.0,149.0,0,301.0,25.0,110.0,40.0,36.0
2019-01-18,34.0,1170.0,49.0,1,1859.0,72.0,270.0,73.0,22.0
2019-01-19,53.0,1292.0,33.0,1,1596.0,16.0,251.0,97.0,17.0
2019-01-20,48.0,1163.0,61.0,1,1866.0,69.0,82.0,55.0,29.0
2019-01-21,64.0,1215.0,58.0,0,569.0,11.0,191.0,38.0,25.0
2019-01-22,61.0,1277.0,104.0,0,420.0,32.0,387.0,86.0,33.0
2019-01-23,52.0,1376.0,143.0,0,824.0,80.0,109.0,79.0,28.0
2019-01-24,64.0,1295.0,116.0,1,1050.0,3.0,411.0,91.0,21.0
2019-01-25,46.0,1365.0,40.0,1,1945.0,74.0,22.0,60.0,14.0
2019-01-26,31.0,1182.0,58.0,1,1059.0,70.0,370.0,32.0,2.0
2019-01-27,44.0,1380.0,89.0,0,1360.0,92.0,439.0,75.0,24.0
2019-01-28,58.0,1341.0,131.0,0,1994.0,93.0,244.0,54.0,22.0
2019-01-29,37.0,1269.0,107.0,1,857.0,67.0,119.0,74.0,9.0
2019-01-30,55.0,1268.0,131.0,0,1362.0,100.0,137.0,38.0,26.0
2019-01-31,54.0,1259.0,135.0,0,1450.0,70.0,322.0,55.0,26.0
2019-02-01,48.0,1257.0,148.0,1,1991.0,65.0,351.0,32.0,22.0
2019-02-02,53.0,1152.0,49.0,1,1210.0,51.0,75.0,82.0,15.0
2019-02-03,54.0,1357.0,71.0,1,445.0,51.0,423.0,28.0,16.0
2019-02-04,48.0,1259.0,118.0,0,1357.0,39.0,68.0,37.0,22.0
2019-02-05,70.0,1220.0,150.0,1,1543.0,49.0,300.0,22.0,12.0
2019-02-06,45.0,1226.0,107.0,0,1344.0,38.0,67.0,65.0,34.0
2019-02-07,58.0,1263.0,126.0,0,1974.0,65.0,80.0,15.0,25.0
2019-02-08,50.0,1231.0,113.0,1,1481.0,33.0,191.0,63.0,23.0
2019-02-09,53.0,1230.0,34.0,1,1650.0,17.0,19.0,74.0,13.0
2019-02-10,52.0,1268.0,143.0,0,655.0,41.0,27.0,47.0,15.0
2019-02-11,60.0,1297.0,144.0,1,1468.0,71.0,191.0,-9.0,27.0
2019-02-12,57.0,1279.0,100.0,1,702.0,95.0,463.0,48.0,23.0
2019-02-13,40.0,1347.0,141.0,0,2093.0,23.0,206.0,49.0,29.0
2019-02-14,46.0,1186.0,97.0,1,1314.0,34.0,71.0,7.0,26.0
2019-02-15,42.0,1254.0,68.0,1,498.0,52.0,329.0,96.0,8.0
2019-02-16,52.0,1278.0,49.0,0,1619.0,93.0,230.0,55.0,28.0
2019-02-17,53.0,1174.0,107.0,0,2085.0,71.0,100.0,35.0,42.0
2019-02-18,57.0,1250.0,88.0,0,689.0,74.0,37.0,57.0,19.0
2019-02-19,63.0,1248.0,140.0,1,647.0,13.0,309.0,64.0,18.0
2019-02-20,60.0,1298.0,55.0,1,991.0,99.0,141.0,25.0,34.0
2019-02-21,57.0,1172.0,113.0,0,926.0,45.0,291.0,53.0,31.0
2019-02-22,56.0,1292.0,48.0,0,1172.0,57.0,250.0,30.0,23.0
2019-02-23,63.0,1274.0,126.0,0,1873.0,86.0,159.0,84.0,18.0
2019-02-24,43.0,1332.0,42.0,0,411.0,28.0,360.0,47.0,13.0
2019-02-25,45.0,1289.0,92.0,1,1761.0,50.0,461.0,64.0,16.0
2019-02-26,39.0,1052.0,81.0,0,974.0,83.0,59.0,71.0,20.0
2019-02-27,72.0,1313.0,52.0,1,1656.0,93.0,339.0,64.0,33.0
2019-02-28,55.0,1257.0,103.0,1,1955.0,61.0,211.0,72.0,13.0
2019-03-01,50.0,1270.0,99.0,1,222.0,86.0,230.0,57.0,36.0
2019-03-02,36.0,1281.0,60.0,0,1450.0,4.0,56.0,88.0,19.0
2019-03-03,42.0,1268.0,106.0,0,1581.0,88.0,44.0,44.0,27.0
2019-03-04,46.0,1235.0,68.0,1,264.0,42.0,69.0,54.0,15.0
2019-03-05,61.0,1234.0,143.0,0,1826.0,70.0,274.0,4.0,27.0
2019-03-06,65.0,1206.0,142.0,1,1789.0,67.0,4.0,107.0,14.0
2019-03-07,62.0,1337.0,84.0,0,656.0,17.0,421.0,52.0,25.0
2019-03-08,49.0,1339.0,104.0,0,2040.0,78.0,348.0,98.0,41.0
2019-03-09,42.0,1244.0,48.0,1,565.0,14.0,99.0,65.0,8.0
2019-03-10,67.0,1260.0,121.0,0,526.0,86.0,3.0,86.0,12.0
2019-03-11,60.0,1297.0,121.0,1,1846.0,98.0,47.0,59.0,25.0
2019-03-12,50.0,1237.0,91.0,1,1130.0,96.0,231.0,89.0,30.0
2019-03-13,51.0,1236.0,68.0,1,1137.0,61.0,195.0,52.0,10.0
2019-03-14,58.0,1207.0,31.0,0,684.0,23.0,151.0,60.0,8.0
2019-03-15,48.0,1331.0,42.0,1,946.0,65.0,462.0,86.0,26.0
2019-03-16,50.0,1176.0,101.0,1,1911.0,88.0,420.0,75.0,18.0
2019-03-17,46.0,1198.0,150.0,0,778.0,39.0,258.0,45.0,22.0
2019-03-18,63.0,1336.0,83.0,1,708.0,38.0,40.0,80.0,21.0
2019-03-19,49.0,1240.0,72.0,0,1492.0,46.0,221.0,41.0,25.0
2019-03-20,58.0,1207.0,111.0,1,1181.0,79.0,387.0,28.0,39.0
2019-03-21,61.0,1249.0,123.0,1,1054.0,91.0,269.0,62.0,23.0
2019-03-22,50.0,1253.0,116.0,1,465.0,20.0,414.0,35.0,19.0
2019-03-23,47.0,1261.0,44.0,1,2066.0,26.0,2.0,66.0,24.0
2019-03-24,42.0,1178.0,47.0,0,953.0,64.0,77.0,67.0,21.0
2019-03-25,45.0,1273.0,78.0,0,1205.0,49.0,102.0,96.0,14.0
2019-03-26,59.0,1298.0,137.0,1,814.0,94.0,380.0,10.0,26.0
2019-03-27,54.0,1332.0,54.0,1,1493.0,100.0,77.0,73.0,26.0
2019-03-28,63.0,1230.0,60.0,0,1258.0,21.0,54.0,70.0,28.0
2019-03-29,50.0,1283.0,55.0,1,1571.0,35.0,387.0,44.0,20.0
2019-03-30,43.0,1334.0,124.0,1,630.0,46.0,176.0,32.0,7.0
2019-03-31,45.0,1224.0,69.0,0,328.0,22.0,115.0,39.0,26.0
2019-04-01,51.0,1179.0,44.0,1,1985.0,30.0,197.0,37.0,22.0
2019-04-02,40.0,1236.0,40.0,0,1892.0,9.0,35.0,88.0,20.0
2019-04-03,39.0,1293.0,104.0,1,820.0,32.0,352.0,38.0,36.0
2019-04-04,37.0,1122.0,30.0,0,235.0,93.0,11.0,19.0,28.0
2019-04-05,47.0,1248.0,48.0,0,1369.0,36.0,147.0,54.0,24.0
2019-04-06,51.0,1212.0,36.0,0,1080.0,81.0,199.0,27.0,39.0
2019-04-07,45.0,1249.0,103.0,1,338.0,64.0,53.0,56.0,34.0
2019-04-08,36.0,1141.0,48.0,1,269.0,90.0,402.0,62.0,33.0
2019-04-09,37.0,1323.0,69.0,1,1072.0,98.0,386.0,20.0,23.0
2019-04-10,54.0,1324.0,117.0,1,658.0,67.0,265.0,64.0,28.0
2019-04-11,47.0,1283.0,64.0,1,1814.0,94.0,311.0,84.0,36.0
2019-04-12,42.0,1191.0,94.0,0,226.0,80.0,30.0,77.0,32.0
2019-04-13,36.0,1311.0,80.0,0,955.0,30.0,215.0,77.0,35.0
2019-04-14,46.0,1303.0,89.0,0,1447.0,88.0,144.0,54.0,36.0
2019-04-15,57.0,1262.0,97.0,0,541.0,50.0,319.0,66.0,22.0
2019-04-16,40.0,1232.0,59.0,0,1334.0,67.0,59.0,45.0,29.0
2019-04-17,43.0,1348.0,95.0,0,1141.0,76.0,109.0,38.0,26.0
2019-04-18,45.0,1313.0,95.0,1,1356.0,90.0,465.0,66.0,25.0
2019-04-19,36.0,1294.0,116.0,1,264.0,27.0,405.0,73.0,23.0
2019-04-20,54.0,1230.0,70.0,0,1671.0,19.0,288.0,72.0,38.0
2019-04-21,53.0,1162.0,83.0,0,1957.0,33.0,282.0,36.0,23.0
2019-04-22,29.0,1218.0,42.0,0,1392.0,51.0,159.0,45.0,23.0
2019-04-23,48.0,1306.0,115.0,0,792.0,43.0,89.0,57.0,36.0
2019-04-24,29.0,1209.0,47.0,1,1682.0,74.0,262.0,25.0,24.0
2019-04-25,47.0,1377.0,66.0,1,341.0,52.0,437.0,31.0,39.0
2019-04-26,53.0,1312.0,96.0,0,1303.0,28.0,49.0,53.0,26.0
2019-04-27,48.0,1237.0,80.0,0,1786.0,28.0,286.0,15.0,28.0
2019-04-28,43.0,1249.0,31.0,0,2047.0,82.0,6.0,38.0,36.0
2019-04-29,54.0,1228.0,45.0,1,530.0,30.0,37.0,59.0,30.0
2019-04-30,43.0,1216.0,124.0,0,808.0,94.0,292.0,75.0,31.0
2019-05-01,36.0,1228.0,58.0,0,1287.0,66.0,51.0,70.0,33.0
2019-05-02,45.0,1179.0,62.0,0,1396.0,22.0,142.0,30.0,44.0
2019-05-03,40.0,1167.0,80.0,1,1599.0,21.0,203.0,97.0,29.0
2019-05-04,42.0,1287.0,47.0,1,1153.0,15.0,84.0,97.0,11.0
2019-05-05,70.0,1135.0,146.0,1,1503.0,47.0,394.0,29.0,30.0
2019-05-06,44.0,1285.0,91.0,0,1194.0,90.0,91.0,59.0,29.0
2019-05-07,33.0,1248.0,137.0,0,465.0,45.0,65.0,32.0,18.0
2019-05-08,46.0,1233.0,127.0,1,825.0,27.0,28.0,29.0,26.0
2019-05-09,37.0,1133.0,69.0,0,1144.0,22.0,336.0,62.0,32.0
2019-05-10,60.0,1161.0,36.0,1,1004.0,18.0,324.0,29.0,26.0
2019-05-11,33.0,1351.0,150.0,0,1717.0,94.0,423.0,63.0,30.0
2019-05-12,48.0,1264.0,45.0,1,1131.0,22.0,349.0,48.0,39.0
2019-05-13,50.0,1227.0,48.0,1,1283.0,62.0,452.0,54.0,27.0
2019-05-14,49.0,1331.0,112.0,1,1735.0,9.0,400.0,66.0,23.0
2019-05-15,45.0,1231.0,103.0,1,253.0,5.0,446.0,32.0,43.0
2019-05-16,33.0,1172.0,98.0,1,2021.0,2.0,219.0,72.0,33.0
2019-05-17,46.0,1117.0,68.0,1,1125.0,85.0,221.0,69.0,31.0
2019-05-18,46.0,1316.0,131.0,0,641.0,89.0,50.0,106.0,31.0
2019-05-19,57.0,1191.0,112.0,0,1668.0,70.0,2.0,114.0,42.0
2019-05-20,54.0,1254.0,105.0,1,1564.0,95.0,23.0,68.0,38.0
2019-05-21,48.0,1288.0,115.0,0,1852.0,23.0,89.0,-2.0,40.0
2019-05-22,53.0,1283.0,109.0,1,461.0,72.0,456.0,34.0,39.0
2019-05-23,34.0,1212.0,114.0,1,877.0,0.0,321.0,46.0,22.0
2019-05-24,42.0,1360.0,72.0,0,1165.0,60.0,40.0,70.0,41.0
2019-05-25,55.0,1256.0,55.0,1,1095.0,27.0,103.0,28.0,37.0
2019-05-26,55.0,1340.0,107.0,1,414.0,17.0,255.0,58.0,27.0
2019-05-27,52.0,1142.0,150.0,1,1586.0,94.0,279.0,77.0,34.0
2019-05-28,41.0,1315.0,56.0,0,708.0,54.0,445.0,60.0,48.0
2019-05-29,44.0,1335.0,101.0,0,294.0,55.0,160.0,5.0,37.0
2019-05-30,41.0,1186.0,141.0,1,863.0,76.0,466.0,50.0,46.0
2019-05-31,30.0,1228.0,37.0,1,1127.0,37.0,350.0,30.0,32.0
2019-06-01,46.0,1321.0,82.0,1,402.0,18.0,412.0,63.0,32.0
2019-06-02,46.0,1370.0,87.0,0,1647.0,56.0,328.0,40.0,38.0
2019-06-03,47.0,1412.0,151.0,0,570.0,45.0,413.0,67.0,31.0
2019-06-04,43.0,1357.0,37.0,1,1160.0,66.0,107.0,63.0,27.0
2019-06-05,42.0,1401.0,81.0,1,2060.0,81.0,30.0,5.0,28.0
2019-06-06,39.0,1362.0,106.0,0,1761.0,30.0,147.0,81.0,31.0
2019-06-07,40.0,1228.0,62.0,0,479.0,34.0,144.0,39.0,26.0
2019-06-08,40.0,1212.0,75.0,0,954.0,22.0,376.0,54.0,43.0
2019-06-09,36.0,1221.0,143.0,1,271.0,92.0,315.0,45.0,34.0
2019-06-10,51.0,1268.0,68.0,1,888.0,44.0,259.0,47.0,18.0
2019-06-11,55.0,1261.0,140.0,0,1957.0,45.0,278.0,49.0,27.0
2019-06-12,52.0,1211.0,51.0,1,367.0,20.0,96.0,68.0,18.0
2019-06-13,45.0,1408.0,76.0,0,1206.0,36.0,329.0,68.0,32.0
2019-06-14,35.0,1266.0,106.0,1,1424.0,15.0,158.0,28.0,20.0
2019-06-15,41.0,1236.0,40.0,1,219.0,30.0,221.0,79.0,15.0
2019-06-16,45.0,1344.0,103.0,0,1611.0,80.0,363.0,32.0,44.0
2019-06-17,42.0,1274.0,40.0,0,1270.0,31.0,116.0,76.0,32.0
2019-06-18,43.0,1250.0,139.0,1,414.0,10.0,296.0,71.0,24.0
2019-06-19,41.0,1151.0,110.0,1,1934.0,62.0,27.0,62.0,20.0
2019-06-20,47.0,1251.0,116.0,1,1318.0,59.0,418.0,96.0,32.0
2019-06-21,50.0,1200.0,75.0,1,1093.0,6.0,132.0,106.0,22.0
2019-06-22,41.0,1153.0,35.0,1,546.0,85.0,165.0,41.0,25.0
2019-06-23,59.0,1356.0,146.0,0,1941.0,58.0,258.0,26.0,32.0
2019-06-24,52.0,1227.0,41.0,1,1033.0,21.0,62.0,42.0,21.0
2019-06-25,50.0,1242.0,50.0,1,1171.0,20.0,117.0,83.0,15.0
2019-06-26,50.0,1216.0,146.0,0,998.0,44.0,352.0,43.0,38.0
2019-06-27,38.0,1230.0,63.0,0,2010.0,53.0,423.0,54.0,26.0
2019-06-28,49.0,1265.0,83.0,1,1742.0,80.0,18.0,94.0,25.0
2019-06-29,44.0,1298.0,116.0,1,1976.0,15.0,47.0,-12.0,31.0
2019-06-30,43.0,1315.0,118.0,0,1676.0,64.0,420.0,73.0,21.0
2019-07-01,48.0,1240.0,124.0,0,1141.0,19.0,249.0,75.0,39.0
2019-07-02,45.0,1134.0,131.0,0,1153.0,49.0,381.0,77.0,31.0
2019-07-03,56.0,1240.0,61.0,0,1572.0,76.0,120.0,53.0,41.0
2019-07-04,57.0,1247.0,47.0,1,615.0,25.0,106.0,73.0,22.0
2019-07-05,55.0,1260.0,98.0,0,296.0,14.0,372.0,51.0,32.0
2019-07-06,42.0,1250.0,61.0,0,385.0,55.0,446.0,69.0,28.0
2019-07-07,54.0,1312.0,112.0,0,276.0,60.0,46.0,73.0,22.0
2019-07-08,46.0,1370.0,93.0,1,321.0,8.0,210.0,77.0,27.0
2019-07-09,51.0,1232.0,67.0,1,606.0,98.0,163.0,66.0,33.0
2019-07-10,42.0,1243.0,126.0,1,430.0,40.0,7.0,34.0,22.0
2019-07-11,58.0,1375.0,60.0,0,549.0,24.0,235.0,68.0,33.0
2019-07-12,52.0,1231.0,123.0,1,741.0,8.0,330.0,30.0,15.0
2019-07-13,41.0,1351.0,81.0,1,1283.0,35.0,334.0,96.0,21.0
2019-07-14,54.0,1310.0,57.0,1,924.0,56.0,392.0,88.0,15.0
2019-07-15,42.0,1252.0,98.0,1,814.0,37.0,133.0,19.0,16.0
2019-07-16,42.0,1256.0,98.0,1,2053.0,15.0,87.0,27.0,19.0
2019-07-17,51.0,1219.0,107.0,0,315.0,63.0,2.0,53.0,26.0
2019-07-18,38.0,1233.0,111.0,1,1305.0,68.0,370.0,38.0,31.0
2019-07-19,41.0,1258.0,133.0,1,981.0,38.0,176.0,87.0,27.0
2019-07-20,45.0,1217.0,127.0,0,1387.0,64.0,374.0,96.0,42.0
2019-07-21,45.0,1261.0,137.0,0,1411.0,50.0,105.0,102.0,26.0
2019-07-22,58.0,1237.0,94.0,0,491.0,58.0,94.0,49.0,21.0
2019-07-23,45.0,1278.0,124.0,1,445.0,48.0,301.0,51.0,32.0
2019-07-24,53.0,1175.0,82.0,1,990.0,86.0,401.0,29.0,36.0
2019-07-25,38.0,1285.0,136.0,0,1863.0,80.0,16.0,58.0,33.0
2019-07-26,43.0,1248.0,108.0,0,287.0,23.0,209.0,94.0,32.0
2019-07-27,54.0,1151.0,42.0,0,2007.0,47.0,28.0,57.0,37.0
2019-07-28,35.0,1193.0,69.0,0,934.0,40.0,94.0,87.0,31.0
2019-07-29,49.0,1246.0,106.0,0,962.0,45.0,157.0,61.0,31.0
2019-07-30,40.0,1317.0,112.0,1,807.0,96.0,239.0,36.0,21.0
2019-07-31,36.0,1237.0,93.0,0,2050.0,98.0,368.0,60.0,29.0
2019-08-01,35.0,1243.0,57.0,1,604.0,37.0,344.0,53.0,4.0
2019-08-02,46.0,1234.0,136.0,1,2074.0,53.0,417.0,80.0,41.0
2019-08-03,33.0,1130.0,120.0,0,1236.0,28.0,368.0,43.0,30.0
2019-08-04,42.0,1212.0,115.0,0,577.0,78.0,164.0,57.0,32.0
2019-08-05,55.0,1325.0,132.0,0,1784.0,78.0,8.0,47.0,32.0
2019-08-06,52.0,1191.0,58.0,0,1634.0,82.0,401.0,77.0,31.0
2019-08-07,47.0,1141.0,133.0,1,2042.0,56.0,343.0,91.0,20.0
2019-08-08,44.0,1349.0,139.0,1,1070.0,93.0,129.0,76.0,30.0
2019-08-09,45.0,1197.0,78.0,0,253.0,42.0,361.0,75.0,26.0
2019-08-10,52.0,1353.0,120.0,0,1116.0,70.0,28.0,34.0,31.0
2019-08-11,39.0,1238.0,72.0,1,1385.0,81.0,18.0,73.0,15.0
2019-08-12,60.0,1236.0,144.0,1,530.0,45.0,116.0,79.0,21.0
2019-08-13,48.0,1293.0,65.0,1,720.0,95.0,230.0,20.0,21.0
2019-08-14,42.0,1305.0,33.0,0,1063.0,38.0,77.0,70.0,21.0
2019-08-15,38.0,1138.0,52.0,0,812.0,44.0,208.0,76.0,22.0
2019-08-16,52.0,1308.0,84.0,1,902.0,17.0,271.0,42.0,30.0
2019-08-17,46.0,1220.0,84.0,1,1101.0,87.0,138.0,92.0,27.0
2019-08-18,42.0,1304.0,138.0,0,1077.0,51.0,345.0,50.0,35.0
2019-08-19,33.0,1252.0,67.0,1,1702.0,37.0,316.0,45.0,39.0
2019-08-20,57.0,1249.0,97.0,1,834.0,82.0,187.0,82.0,32.0
2019-08-21,54.0,1247.0,33.0,0,920.0,87.0,104.0,23.0,32.0
2019-08-22,48.0,1272.0,106.0,0,704.0,6.0,142.0,38.0,35.0
2019-08-23,36.0,1190.0,103.0,1,953.0,90.0,382.0,39.0,33.0
2019-08-24,49.0,1154.0,132.0,1,1422.0,51.0,274.0,31.0,38.0
2019-08-25,50.0,1300.0,139.0,0,1568.0,7.0,152.0,62.0,27.0
2019-08-26,42.0,1335.0,111.0,0,1513.0,58.0,354.0,8.0,34.0
2019-08-27,49.0,1339.0,140.0,0,1687.0,98.0,135.0,79.0,37.0
2019-08-28,48.0,1303.0,64.0,1,1394.0,11.0,155.0,126.0,19.0
2019-08-29,51.0,1271.0,76.0,1,1856.0,29.0,416.0,56.0,38.0
2019-08-30,50.0,1281.0,148.0,1,550.0,41.0,113.0,48.0,34.0
2019-08-31,34.0,1239.0,141.0,0,760.0,51.0,292.0,19.0,26.0
2019-09-01,40.0,1252.0,45.0,0,681.0,73.0,280.0,66.0,24.0
2019-09-02,37.0,1312.0,128.0,1,1949.0,30.0,424.0,69.0,20.0
2019-09-03,51.0,1275.0,132.0,1,1371.0,48.0,399.0,58.0,31.0
2019-09-04,37.0,1254.0,61.0,1,590.0,8.0,352.0,52.0,31.0
2019-09-05,39.0,1194.0,42.0,1,816.0,55.0,14.0,65.0,27.0
2019-09-06,43.0,1202.0,137.0,0,1600.0,59.0,41.0,65.0,29.0
2019-09-07,39.0,1271.0,117.0,1,1778.0,23.0,123.0,73.0,28.0
2019-09-08,41.0,1313.0,59.0,0,1340.0,27.0,457.0,94.0,24.0
2019-09-09,57.0,1337.0,79.0,1,1219.0,79.0,77.0,41.0,24.0
2019-09-10,39.0,1157.0,142.0,1,835.0,62.0,276.0,48.0,29.0
2019-09-11,47.0,1365.0,140.0,1,1212.0,90.0,362.0,61.0,43.0
2019-09-12,43.0,1207.0,78.0,0,1120.0,27.0,15.0,29.0,41.0
2019-09-13,57.0,1180.0,151.0,0,525.0,77.0,38.0,51.0,24.0
2019-09-14,56.0,1290.0,131.0,1,904.0,56.0,16.0,52.0,31.0
2019-09-15,53.0,1119.0,110.0,0,985.0,10.0,162.0,27.0,30.0
2019-09-16,38.0,1434.0,136.0,1,498.0,69.0,303.0,86.0,21.0
2019-09-17,42.0,1250.0,140.0,1,1231.0,44.0,95.0,70.0,39.0
2019-09-18,42.0,1224.0,100.0,0,1201.0,32.0,203.0,22.0,38.0
2019-09-19,33.0,1323.0,40.0,0,1245.0,7.0,117.0,64.0,33.0
2019-09-20,51.0,1124.0,54.0,1,1171.0,24.0,356.0,39.0,30.0
2019-09-21,46.0,1285.0,102.0,0,1801.0,12.0,237.0,84.0,13.0
2019-09-22,50.0,1241.0,61.0,0,1101.0,99.0,202.0,55.0,40.0
2019-09-23,49.0,1276.0,79.0,1,2017.0,37.0,410.0,39.0,26.0
2019-09-24,42.0,1280.0,93.0,1,1069.0,43.0,254.0,25.0,30.0
2019-09-25,35.0,1196.0,58.0,0,465.0,38.0,62.0,69.0,29.0
2019-09-26,42.0,1194.0,101.0,1,372.0,44.0,292.0,48.0,16.0
2019-09-27,45.0,1314.0,136.0,0,375.0,73.0,130.0,36.0,26.0
2019-09-28,37.0,1267.0,92.0,1,1021.0,60.0,335.0,49.0,27.0
2019-09-29,37.0,1262.0,75.0,1,756.0,30.0,438.0,70.0,37.0
2019-09-30,59.0,1249.0,135.0,0,247.0,47.0,171.0,71.0,25.0
2019-10-01,65.0,1268.0,90.0,0,1205.0,27.0,74.0,14.0,29.0
2019-10-02,52.0,1313.0,78.0,0,1902.0,64.0,246.0,20.0,32.0
2019-10-03,66.0,1199.0,84.0,0,1032.0,45.0,164.0,43.0,18.0
2019-10-04,57.0,1308.0,46.0,1,222.0,91.0,462.0,100.0,16.0
2019-10-05,52.0,1293.0,45.0,1,506.0,19.0,203.0,65.0,17.0
2019-10-06,53.0,1180.0,31.0,0,451.0,73.0,204.0,47.0,17.0
2019-10-07,56.0,1103.0,122.0,1,850.0,7.0,161.0,55.0,30.0
2019-10-08,49.0,1303.0,109.0,0,962.0,31.0,366.0,13.0,22.0
2019-10-09,69.0,1238.0,54.0,1,289.0,42.0,242.0,91.0,15.0
2019-10-10,48.0,1233.0,50.0,1,341.0,63.0,21.0,74.0,12.0
2019-10-11,49.0,1147.0,123.0,0,990.0,87.0,282.0,92.0,21.0
2019-10-12,46.0,1264.0,49.0,0,755.0,55.0,311.0,64.0,17.0
2019-10-13,55.0,1145.0,147.0,0,1753.0,5.0,205.0,105.0,31.0
2019-10-14,53.0,1261.0,151.0,0,2065.0,50.0,113.0,43.0,12.0
